Channel Title,Channel_URL,Subscribers YT,Gleev Channel ID,New Synced Vids,Videos Sync Reward in USD,Sign Up Reward in USD,Latest Referral Reward in USD,Latest YPP Reward Status,Latest Overall YPP Reward in JOY,Total YPP Rewards in JOY
Roland Morozov,channel/UC9uzALcD31qfiM-75R5Cqlw,"2,670",26515,1,1,0,0,Paid,39,"66,473"
RollerCoinUA,channel/UCyflZ_DirN8SLl2-QES3g6g,176,26239,2,0,0,0,Paid,0,"18,454"
Roman Pushka,channel/UCQDpSeGqIjwnn_FN-hDy25Q,"109,000",26628,0,0,0,0,Paid,0,"3,469"
Royal Gaming & Token,channel/UC5pzqQoPBGoDUX13cHp17SQ,"44,000",27840,2,6,0,0,Paid,235,"4,338"
Rudy Crypto,channel/UCdy-YTnCaMZ2nSWpMu6PHeA,"9,580",27847,0,0,0,0,Paid,0,"5,541"
Ruslan Nestserau,channel/UCCCcvO8nyuClolGVMSu5_uw,"3,390",26873,1,1,0,0,Paid,39,"3,305"
Ryan Rotolo,channel/UCP0eOsRprYqsvn33ZlZocEQ,"97,900",28219,0,0,0,0,Paid,0,"6,511"
Sakolik,channel/UCOMGZkhTqLeY_paj3_Y9zvA,505,26992,1,0,0,0,Paid,0,"3,190"
SAMU BIT,channel/UC6eXARjhvhFLoqVTnKlM4kg,"10,500",29162,2,4,20,0,Paid,939,938
Sanchous Crypto,channel/UC1xeIRAMdfgdmyR4cYMfkZQ,"57,300",27263,0,0,0,0,Paid,0,"6,399"
Sbella Trader,channel/UCCLS3w-oyk2bLG_K_bskr4A,"1,900",28648,0,0,0,0,Paid,0,632
ScRooGe,channel/UCflt_bj_RLyIGCkEG06wHtA,"16,200",28603,2,4,0,0,Paid,156,"2,936"
Serega Gorbachev,channel/UCsPeilAjUfB0qhbBOrdicBw,637,27511,0,0,0,0,Paid,0,"1,615"
SERGO ПРО КРИПТУ,channel/UC-hEoMnUynAQHPsa6yRmiXg,"7,330",27464,0,0,0,0,Paid,0,"3,047"
Serhius,channel/UCknct8a-zHuW_-8AeD5Ht3g,84,27219,0,0,0,0,Paid,0,"1,218"
SGR Crypto ( Airdrops),channel/UCW4kgnG86kzNsgCus-BiGNQ,897,28857,6,0,0,0,Paid,0,316
Shami Sports,channel/UChYpxyGSySp06gd1mPPRXxQ,"6,670",28908,0,0,20,0,Paid,782,782
SHESTIK,channel/UCKUcgsauObyOTNA7VqfKLhg,"1,140",28448,0,0,0,0,Paid,0,632
Sistine Research,channel/UCyQwY1AWEq5UNsqMyQOoS4w,"29,800",28211,2,6,0,0,Paid,235,"3,552"
Slash,channel/UC5yqTDa4fLznQNEoeSRRFsg,"2,490",28044,0,0,0,0,Paid,0,"1,490"
Smart crypto earner,channel/UCEacpc_J2t_GfXSaI53Dhmg,"38,900",28073,0,0,0,0,Paid,0,"3,505"
SONAS,channel/UCsnshC5psdqB6laFJS8mIiA,"1,250",26132,1,1,0,0,Paid,39,"8,433"
Soufiane Digital,channel/UCeNaLF1OqICf3FVot1_NR4w,"14,200",28652,1,2,0,0,Paid,78,"1,342"
SPIDER TRADING,channel/UCID5uELPcv3K9mx0eHZHAkw,"2,340",28286,0,0,0,0,Paid,0,632
Spy Mk,channel/UCom0QOVrkZSQ1MqnIzdWZhg,"2,080",26703,0,0,0,0,Paid,0,"3,921"
STAR CRYPTO,channel/UCvbXrdInR2q1-aMGwz-ncdg,"127,000",28125,1,5,0,0,Paid,196,"6,454"
stpsoo eran,channel/UCzz-w22zQdKqkWpmPqXObwA,"2,350",28422,3,3,0,0,Paid,117,"1,633"
Strong Crypto 💪,channel/UCiN29cZ2PRa9PwZh2B5z1gA,444,26581,0,0,0,0,Paid,0,"1,218"
SuccessWith Crypto👌,channel/UCiTFdvJyi8dUGwvEFa8qg1A,"3,940",28263,0,0,0,0,Paid,0,"5,940"
Tamil Crypto Airdrops,channel/UCdQLNL4E-E4-ihp-eNGEj6g,"3,150",27551,0,0,0,0,Paid,0,"1,490"
TAMIL CRYPTO UNIVERSITY,channel/UCr2gsRNoRKM9b1SnF9Ano6A,"17,400",28299,1,2,0,0,Paid,78,"1,342"
Technical Hamza,channel/UCj5M6sNDuZwsRrzm-0_8Y0Q,"9,570",28356,0,0,0,0,Paid,0,"1,264"
TECHNO TINKU,channel/UC5T9b4lEmZ6kNlBFrwHMLjw,"1,440",26615,0,0,0,0,Paid,0,"4,578"
The 100x Podcast,channel/UCV9lg8-PNvLRUx-yNiclQ6w,496,27965,1,0,0,0,Paid,0,"1,751"
THE TRUST OFFICIAL,channel/UCQ-NZpfQ6nrH4YYR814nIKg,168,25744,0,0,0,0,Paid,0,"5,000"
Tima Morze,channel/UC95WXno_pfeqegxv6xC0x3Q,85,26385,0,0,0,0,Paid,0,"5,000"
TND Official ,channel/UCatQJcgwt7v_FqtrOD9GnAw,"76,600",28630,1,4,0,0,Paid,156,"2,684"
TOKEN &TRX PROMOTER,channel/UCG5w85DyANVN7I1riKiNDZQ,"29,200",27922,3,9,0,0,Paid,352,"4,266"
Token Booster,channel/UCeDau9j6kH5hmB0g4gBpsNg,"55,100",28610,1,4,0,20,Paid,939,"3,466"
Token Metrics,channel/UCH9MOLQ_KUpZ_cw8uLGUisA,"115,000",27909,0,0,0,0,Paid,0,"8,075"
Tomket Lovers Reborn,channel/UCjPZSVcXjUoUGMwa3Vp628w,"215,000",27832,0,0,0,0,Paid,0,"8,195"
Tommy Moon,channel/UCv8ezN-AfKn0YTLzBxCVMOw,"94,700",28816,0,0,0,0,Paid,0,"2,528"
Trade Secret PRO - трейдинг криптовалют,channel/UCVZ7WaackREmlC3fH4DOqNA,175,28132,0,0,0,0,Paid,0,"1,251"
TradeMastermint,channel/UCSEVaX4Jj2yS9uaaCZb6vxw,"2,120",27944,0,0,0,0,Paid,0,"1,377"
TRIGS,channel/UCOYoVj20SuXCmDuEuctgrbA,"142,000",26499,0,0,0,0,Paid,0,"146,292"
TRON KING ,channel/UCPPkhjnLfICwOZqQJZDgsag,"1,300",26872,3,3,0,0,Paid,117,"4,946"
Tropimil Money,channel/UC2fIE1sdNwJNgwfBjIBLm0w,"1,700",27787,0,0,0,0,Paid,0,"1,490"
TRX and USDT Promoter  ,channel/UC8RnBxOl0-OWApoD6gbREEA,"22,100",27989,1,2,0,0,Paid,78,"3,803"
TsukuyomiCrypto,channel/UCAK97vnM5jp6Kpz43wgM6zg,44,27925,0,0,0,0,Paid,0,"1,490"
UANG DIGITAL,channel/UCWdwgZdnIzjcT9QWHyFstzQ,"1,060",28256,0,0,0,0,Paid,0,632
UJ СRYPTO,channel/UC-6ng4QwkLc5bM8YHtgGo1w,"175,000",28821,0,0,0,0,Paid,0,"3,160"
UloggersTV,channel/UCzI3Rjamg7zSe_o0BwSeIQQ,"8,560",26727,23,6,0,0,Paid,235,"23,885"
UZ OPTION,channel/UCH8Ljb4yB9FZ5Hccjk2SA7w,"1,640",27828,0,0,0,0,Paid,0,"1,490"
VEN BUSINESS,channel/UC4L0SjMBOA3NfvIK_V0Pgsg,"3,130",26789,5,3,0,0,Paid,117,"10,302"
VeryiTech,channel/UCuSDfIufJBZbbHw-hc36JEQ,416,28621,0,0,0,0,Paid,0,316
Vi Ma,channel/UCw4PyXd7dF9CT95oDrkPKTg,109,26430,0,0,0,0,Paid,0,"5,000"
Visco Research,channel/UCo8ft39sumUNsR2xnxmExSw,472,27533,0,0,0,0,Paid,0,"2,769"
Vladyslav,channel/UCbehDkiZtVDh4821XpnlCyQ,63,21911,0,0,0,0,Paid,0,"20,300"
Vladyslav Yakymenko,channel/UCqlrEb-eMHHN4uaPNQHSNRA,"3,030",26190,0,0,0,0,Paid,0,"5,000"
Web3 with Dustin Lee,channel/UC9XRynABG-YSiGh1iLSk18g,725,26258,0,0,0,0,Paid,0,"5,000"
web3easy,channel/UCxVy-VGaiFXX7-GDsO_PYQw,"2,350",26785,1,1,0,0,Paid,39,"5,736"
When Airdrop,channel/UCzyfgzUt3R0PRPf319LHIRQ,"1,310",26733,4,3,0,0,Paid,117,"7,325"
World Of Earning,channel/UCTwSppDUu8dFqESKgPOg_nQ,"1,940",28316,0,0,0,0,Paid,0,"1,390"
X- Ray Crypto,channel/UCLWTaEkH4VXGWYkuj3k_r0Q,"8,800",27833,5,6,0,0,Paid,235,"4,716"
Xrypto Yeap,channel/UCR8I2VhB-Al4yNDyrDGz1Og,"1,050",27734,0,0,0,0,Paid,0,"1,490"
XT Review,channel/UCVX53RQZ2XElCazdIZaQekA,"80,300",29065,1,4,40,0,Paid,"1,721","1,721"
Yan Vazov,channel/UCX39_PcW1KjgFrofhVqaAXA,"1,230",27938,0,0,0,0,Paid,0,"1,490"
Yarik Crypto,channel/UCd_bKgEi8wOC2prMiyjASLQ,"58,900",29027,0,0,40,0,Paid,"1,565","1,564"
Yevhen про Криптовалюту 💎,channel/UCpR9SoMGjNwAAU6kLAO4JsQ,537,27395,0,0,0,0,Paid,0,"1,218"
Yulia Gorenshteyn,channel/UCwpYJlHrMcLpWtTWZOi-1Nw,127,25895,0,0,0,0,Paid,0,"7,116"
Yung Dem,channel/UCViyCG7ZTlV8YjPWqyaxJbA,216,27866,0,0,0,0,Paid,0,"1,490"
Zaki on Bitcoin,channel/UCpp2ezQjpSQPCEx9vGd8-Nw,"8,150",28281,0,0,0,0,Paid,0,"1,264"
ZEFIRIUM,channel/UCgCg8S1W7nwhAqS7EGzDa-Q,379,26053,0,0,0,0,Paid,0,"9,525"
Александр BestMoney,channel/UCaPVc5uD9O6eLeORhP1c-7w,"2,270",26669,4,3,0,0,Paid,117,"14,810"
Алексей Адаменко - Криптовалюта,channel/UCewSTV1XOp_mUos_pSFaGCQ,"3,900",26410,2,2,0,0,Paid,78,"18,522"
Алексей Волков,channel/UCVDqk5ZHu4kVOof7gJeG3cQ,"6,000",25826,0,0,0,0,Paid,0,"90,893"
Бабкина Крипта,channel/UCQ8FnfuhT1sSilMUSSUC0-A,"1,320",26231,5,3,0,0,Paid,117,"48,895"
Бабло⚡️Ток,channel/UCiEbgDEEJ7LsutQlNOKGG_Q,404,27433,0,0,0,0,Paid,0,"1,218"
Блокчейн Разработчик,channel/UCXV6YPUWPzxVuN_5ffq96mA,"2,900",28554,0,0,0,0,Paid,0,632
БРАЦЛАВСКИЙ НИКИТА инвестиции в крипту,channel/UCWGjEkcrfaAAKOnlqbQfWwQ,"1,150",26234,4,3,0,0,Paid,117,"48,899"
Бывший Скамер,channel/UCg_LuKKYITOXj5MHUGvNZZw,"6,010",27794,1,2,0,0,Paid,78,"4,202"
Валерий Жиленко,channel/UCTHwXt9F44uhhbwqy8Y9iAQ,56,25877,0,0,0,0,Paid,0,"38,458"
ВАНЯ VIPER,channel/UCIjL1WYEpMcgH43fo5zeSMA,"8,560",27205,0,0,0,0,Paid,0,"7,110"
Виктор Белоглазов об инвестициях и криптовалюте,channel/UCjc9nAacg_8jGOJspvI1w0g,"3,910",29056,0,0,10,0,Paid,391,391
Виктор Подлипаев,channel/UCuJX__5z-t00r_lqsYuMyNA,302,25731,2,0,0,0,Paid,0,"18,278"
Виртуальные Иксы,channel/UCfjcRy_QQRyUBzbNUb7qMqw,406,27255,0,0,0,0,Paid,0,"1,218"
ВИТЯ НА КРИПТЕ,channel/UC-A2yA2IYzOqLY0G-PBdaUg,314,27350,0,0,0,0,Paid,0,"1,828"
ВІД НУЛЯ ДО МІЛЬЙОНУ,channel/UCQiG4WbS6IsJHdl3aUUhCLw,697,28245,1,0,0,0,Paid,0,316
Віктор Романюк,channel/UC0L6pv7DhtWBlGS7Cq9ZNNg,"2,460",26803,4,3,0,0,Paid,117,"9,553"
Влад Прихидный про инвестиции в криптовалюту,channel/UC64tsh2khuXxKGBcmtoN6nw,826,27507,0,0,0,0,Paid,0,"1,218"
Высшая Лига Money,channel/UC5DoJFn6-8ctJm8JNcRGcqw,"2,720",26911,0,0,0,0,Paid,0,"2,313"
ДЕЛАЙ ДЕНЬГИ В ИНТЕРНЕТЕ,channel/UCqkhunEN9ZZSJmlghLlK3EQ,"5,810",26892,0,0,0,0,Paid,0,"9,671"
Денис Скрипник,channel/UCVxnIxHp7teDXamg5eUyFlw,129,26272,1,0,0,0,Paid,0,"5,000"
Деньги здесь и сейчас !,channel/UCcHBogFSl_RWhYoAD-GkYZA,645,27047,0,0,0,0,Paid,0,"2,313"
ДЕТИ БУЛРАНА | Василий Суфидянов ,channel/UCa4TfHud0sTrV_wr4eGK7yg,"5,500",27487,0,0,0,0,Paid,0,"3,047"
Дневник Инвестора,channel/UClC1O_cpUmTnM23nIqMO10w,"10,000",26988,0,0,0,0,Paid,0,"8,014"
Дневник Трейдера,channel/UC6MOZ8OtbKtMo9vjW3WIzCw,57,27583,0,0,0,0,Paid,0,"10,679"
ДохідUA,channel/UCdJS8PJMWiQhl66_rOt3Bow,"17,900",26831,1,2,0,0,Paid,78,"11,354"
Думай Делай,channel/UCVsVIypK01cfcEZO64Al5Pw,"2,440",27233,0,0,0,0,Paid,0,"1,402"
Евгений Вертель,channel/UCWv0EXT0T6lHFZGNeTq8uPQ,"4,050",26985,0,0,0,0,Paid,0,"2,785"
Жизнь в интернете,channel/UCTfse68XUQkigJWXoOQCHDg,70,28625,4,0,0,0,Paid,0,316
Жизнь и работа в интернете!,channel/UC2Kl7D5Q-XNxdkVzsKAdyuw,"3,930",26786,1,1,0,0,Paid,39,"16,930"
Забирай ДеньгиTV,channel/UC8meYNZhKVMxg8nTd1lAZ5w,"1,040",27448,3,3,0,0,Paid,117,"1,672"
Заработай сидя дома,channel/UClyspqT5QnlI1roLYle9wFw,"8,310",26594,3,6,0,0,Paid,235,"33,188"
Заработать монету,channel/UC4UfUW5EXr3b_5sAMxEGihg,218,27236,0,0,0,0,Paid,0,"1,688"
Заработок в интернете,channel/UC4RA_d8tq188kRzbQnuvk-g,"2,590",27226,5,3,0,0,Paid,117,"1,659"
ЗАРАБОТОК В ИНТЕРНЕТЕ ЛУЧШИЕ ВИДЕО!,channel/UCKVy5BoBOQr1vBKzFDGo2ww,90,26661,0,0,0,0,Paid,0,"12,248"
Заработок В Интернете Сидя Дома,channel/UC7K8yw4XjCrCb3Qa4WWK7Uw,574,27356,1,0,0,0,Paid,0,"1,218"
Заработок онлайн,channel/UCtTkbp_7K7UR8b6RzfXInUA,907,27337,1,0,0,0,Paid,0,"1,551"
Заработок разное.,channel/UCuGb9FMnNMCk5IDTS4U97ZA,"1,660",26767,1,1,0,0,Paid,39,"4,283"
Заробіток в інтернеті,channel/UCJez2Gp0ozhVToFI33sO89A,835,27686,0,0,0,0,Paid,0,"1,218"
Заробіток з HONTARUK,channel/UCUO_GkYubu_YMcwFdR_l3Vw,500,27156,1,0,0,0,Paid,0,"3,069"
Заробіток на Криптовалюті,channel/UCgW-WZKYnVFTYP66MVaOx9A,355,26409,1,0,0,0,Paid,0,"17,456"
Захаркин Крипта,channel/UCWd-OAskxBDQJa8gVC2dvEA,"12,900",27659,4,6,0,0,Paid,235,"4,035"
Иван Иванов,channel/UCJhj7UzEkxe7wIjLlvJwJYw,"5,650",28900,0,0,0,0,Paid,0,"1,264"
Изучаем криптопроекты,channel/UC2J5kCOEI-LRppTb202inXQ,246,26283,1,0,0,0,Paid,0,"15,402"
Илья Торлопов,channel/UC8fnxB0yg1EQ8BqF7yEla5A,141,25875,0,0,0,0,Paid,0,"6,120"
Инвестиции в криптовалюту,channel/UC0eYFylaBmzotvEko95aE4w,"4,170",28100,4,3,0,0,Paid,117,"1,620"
Инвестиции с Grisha Raven,channel/UCLXsgYxMoqH5AoPc4mM64og,"29,100",26384,3,9,0,0,Paid,352,"53,227"
ИнвестицииBY,channel/UCPU9wV5arBWrVoYeMLM__kA,"2,820",26086,0,0,0,0,Paid,0,"9,334"
интернет заработок,channel/UCmvLwQrGUjTm5o4DPiIigdg,"1,370",26715,3,3,0,0,Paid,117,"6,450"
КАК ЗАРАБОТАТЬ В ИНТЕРНЕТЕ,channel/UCRcXYaCH-qe629N9Bsq9faA,"2,350",27596,0,0,0,0,Paid,0,"2,000"
КАК ЗАРАБОТАТЬ В ИНТЕРНЕТЕ / BOYKOFF,channel/UCgulwyHieRpATZWlE82Palg,"9,200",27121,1,2,0,0,Paid,78,"12,216"
Как заработать в интернете с Artur Knows,channel/UCK95A90P0zy6-OaHQ6TI8WQ,"46,000",26986,5,9,0,0,Paid,352,"18,033"
КАК ЗАРАБОТАТЬ ДЕНЬГИ В ИНТЕРНЕТЕ,channel/UCMNnkkWdBK9F-ISWm_DRgvA,"2,300",27024,7,3,0,0,Paid,117,"8,415"
Котелок инвестора,channel/UCIxnu9EOgbClosHB0Ox6aCA,"10,400",26899,2,4,0,0,Paid,156,"23,294"
КотлONE ,channel/UCRJYt_uIBFlCSh8b6byaTlg,390,26797,0,0,0,0,Paid,0,"3,712"
Крипта Для Своїх,channel/UCS0vXgDC1_Rd8VubgAcZDfg,262,26816,0,0,0,0,Paid,0,"2,313"
Криптач,channel/UCiIdH5P3OUY2iYlxQloPywA,79,27768,0,0,0,0,Paid,0,"1,490"
Крипто Батя,channel/UCNdVwrx4lc_41fJRLN9D5CQ,"229,000",26621,0,0,0,0,Paid,0,"27,968"
Крипто Воля | Apcik,channel/UCGvjef1y7vcIwe91A9etc2Q,339,28022,1,0,0,0,Paid,0,"1,932"
Крипто Гамеры,channel/UC_HY84x6rLmbn3whQZkqYCQ,"1,020",26356,0,0,0,0,Paid,0,"5,000"
КРИПТО ГНОМ,channel/UCm3AHFMOLA31FiKapZD722g,"8,540",27792,11,6,0,0,Paid,235,"5,160"
Крипто Инфошум,channel/UCKDWAuL1gv9BdI0LeN3tcKg,"51,700",26738,0,0,0,0,Paid,0,"11,676"
Крипто Козак,channel/UCMwhnUwh8F1EVEz6Adt4DfQ,729,26877,0,0,0,0,Paid,0,"2,720"
Крипто Плечо,channel/UCSGqZutLQWuwN88nafALkwg,"49,800",26631,0,0,0,0,Paid,0,"23,358"
КРИПТО ФЕРМА,channel/UCR-Bk0A-rhTv72pNVeIfRMA,"5,880",27892,0,0,0,0,Paid,0,"3,976"
КРИПТО ФЕРМА,channel/UCbarRI3Pdb5_Dw_U5FSHxRg,795,27361,1,0,0,0,Paid,0,"2,037"
КРИПТО ХОМЯК,channel/UCR6TqzqVoyL__ISWOJXws6Q,454,26526,0,0,0,0,Paid,0,"4,867"
Крипто Хомяк,channel/UCJkRzypvKA8GJmscr89IjOw,345,26600,0,0,0,0,Paid,0,"3,470"
КРИПТО ХОМЯК,channel/UCR6TqzqVoyL__ISWOJXws6Q,400,26526,0,0,0,0,Paid,0,"14,724"
Крипто Эфир,channel/UCgcEbCF5h2YQlC3AWrj7tuQ,285,25848,0,0,0,0,Paid,0,"6,200"
КриптоUA,channel/UCXp_bONfbkEpeX4KgInGS8Q,"5,720",26751,0,0,0,0,Paid,0,"16,427"
Криптовалюта,channel/UCtWJzJX07vOpjQ-NyLQ3z0w,"1,040",27587,0,0,0,0,Paid,0,"1,292"
Криптовалюта & Майнинг,channel/UCRA7ospWlvISutPG2UueQaw,"3,320",26622,5,3,0,0,Paid,117,"12,342"
КРИПТОВАЛЮТА ДЛЯ ЧАЙНИКОВ,channel/UCIyspqXV9vSwvlnAl5z6wMg,"9,500",27933,2,4,0,0,Paid,156,"4,258"
Криптовалюта! Лучшие способы заработка в Интернете,channel/UC12n3rW9aLkT2jbaduZ765Q,"1,030",28723,0,0,0,0,Paid,0,632
КриптоЗарплата,channel/UC2tZw78IrgFL7mybkKqdlBw,"11,300",26627,1,2,0,0,Paid,78,"21,522"
КРИПТОМАУЗ,channel/UC5FmNhBDxbXzgX4A5lnqaAw,451,27396,0,0,0,0,Paid,0,"2,782"
Криптонация LIVE,channel/UC80BwD0EtVxwnErB2AX2fUw,"75,900",27494,0,0,0,0,Paid,0,"7,024"
ЛОВИ ЛАВЭ,channel/UCmmfPs-4OnHsgUzR6XWYKdg,"1,450",26677,2,2,0,0,Paid,78,"6,728"
Лунный инвестор,channel/UCsKbgGh3FHKuGN6guiNPwcQ,783,25763,4,0,0,0,Paid,0,"100,533"
Максим Колот,channel/UC79yqShrG1QyTx2qyZnKEYg,686,27407,1,0,0,0,Paid,0,"1,478"
Максим Мекекечко про Инвестиции и Криптовалюты,channel/UCUqpHK5OP--FWvcZn4NLGbA,666,27480,0,0,0,0,Paid,0,"1,218"
Михаил Степанов и бизнес в интернете,channel/UCYPZmFzHR_ZHhYAO5s6m0FQ,"4,690",26851,2,2,0,0,Paid,78,"7,439"
МИХАЙЛИШИН MONEY,channel/UCniP2eHfOdsTW9wX0ef7pRw,"2,500",26829,0,0,0,0,Paid,0,"2,375"
Мутим на Крипте! ,channel/UCo5siezhTr9mAA5umYHYG1A,"3,690",26242,0,0,0,5,Paid,196,"17,213"
Обзоры ICO,channel/UCzo-DOFwxfH7ZsQgImKuNmg,"1,850",28163,0,0,0,0,Paid,0,"1,251"
Облачный Майнинг,channel/UCr76aMklxL9OKpqNDGyNhBw,730,28805,2,0,0,0,Paid,0,316
Обо всем на свете,channel/UClz1jccElsFgR5YkJcMaQAg,88,28709,0,0,0,0,Paid,0,316
Олежка зарабатывает,channel/UC9w6PwNHH5lR4r19i-s3HyA,253,27408,0,0,0,0,Paid,0,"1,828"
Олександр Ганненко,channel/UCJgj6KNE_D7ysstHV-DPIbQ,"2,630",26545,1,1,0,0,Paid,39,"12,645"
Опасные Волны Elliot,channel/UCPzeJCl2XeVgETMK4UZnYuA,"76,900",26630,1,4,0,0,Paid,156,"22,957"
Первый Биткоин,channel/UC7Y2kyLVBRBBTY7t5l42EyA,"8,630",26743,11,6,0,0,Paid,235,"5,160"
Платіж зараховано,channel/UCCTNQRN8dr-YuLL-GEYPdcw,"1,100",26758,0,0,0,0,Paid,0,"5,039"
После Работы | О крипте ,channel/UC02pb5FR05nOUmyJo3w_vzA,"1,340",26269,0,0,0,0,Paid,0,"6,341"
ПРО INVESTING,channel/UC5nitve59tYRKQ96U7yReZA,"1,050",27482,0,0,0,0,Paid,0,"1,963"
Про крипту / українською,channel/UCWbJOoh3obEBmKLMg5nJg-A,515,26744,2,0,0,0,Paid,0,"5,972"
ПРО КРИПТУ UA,channel/UCm8YQTGYBcGsF7tvxSayMXA,281,29160,0,0,5,0,Paid,196,195
Проста Крипта ,channel/UCs5y5P3mx73c-vQkmsoAMjQ,"1,540",26740,0,0,0,0,Paid,0,"4,479"
Просто Гаечка,channel/UCmzFeTq7N9BdTfi0gYIgrIw,"4,190",27244,0,0,0,0,Paid,0,"1,218"
Просто Крипто 2023,channel/UCbtSmLHc7WyHp2Zj8Dx7a1Q,422,26753,0,0,0,0,Paid,0,"9,448"
Реферал,channel/UC268IjVZYsec5V_tQYUmRPQ,"4,420",27376,1,1,0,0,Paid,39,"5,444"
Родион Ионов,channel/UC4qLyF7BVMy3zvyWukNp3FQ,113,22851,0,0,0,0,Paid,0,"5,300"
Сrypto Deen,channel/UCKMJQ-fmnLpXgz9VH7TmBzw,"2,740",28531,0,0,0,0,Paid,0,632
Сrypto Porshe,channel/UChPa3CA5eO16N-j5reCq9Qg,"5,660",27708,1,2,0,10,Paid,469,"13,433"
СRYPTOPOLOVKA,channel/UCEJaxJjNq51sze9aVWdCdXQ,"8,890",26870,3,6,0,0,Paid,235,"14,522"
СYBER КРИПТА,channel/UCbJFURAIRr4rPAntTcjI7TQ,"3,070",26836,0,0,0,0,Paid,0,"2,922"
Сергей П,channel/UC_8CGrmesPd4IJTXGCNG2Yw,124,26805,0,0,0,0,Paid,0,"4,814"
Спілка диванних криптанів,channel/UCFusvwpZrHvK3rARQu04bNg,224,28601,0,0,0,0,Paid,0,316
Схеми заробітку • Easy Profit,channel/UC3kSbOplsTqKur8Du4Ys9Mg,"6,050",28390,0,0,0,0,Paid,0,"1,264"
ТАБЫС ТАБУ,channel/UCL3ZKJzaXbk4eaFDB0s-WlA,"3,200",27208,2,2,0,0,Paid,78,"3,268"
Татьяна Камбулова,channel/UCd-NxIWe9YqhpXxCwDw8l5g,63,27176,0,0,0,0,Paid,0,"2,313"
Твій Фріланс * заробіток * крипта,channel/UC-6lC77WcUi0V-V7HtIjVgA,205,26730,0,0,0,0,Paid,0,"4,345"
ТЕРРИТОРИЯ КРИПТЫ,channel/UCE7AoyeGCqKNkPQYDgl9neQ,"1,480",26768,0,0,0,0,Paid,0,"3,652"
Трейдинг от А до Z,channel/UCx-fJzqO84nn3HWU1oLfNMQ,561,27310,0,0,0,0,Paid,0,"1,414"
Тут платят,channel/UCv5W5t0jacHqCrb9-01QS-w,"1,020",27065,2,2,0,0,Paid,78,"5,254"
Упоротый Лис ,channel/UC4YQ7XDCbn8zriG_-ygIxew,934,27375,1,0,0,0,Paid,0,"1,218"
Флиппер с завода,channel/UCZY1N_-NDakRGIXa-zZeDkg,425,26442,0,0,0,0,Paid,0,"10,035"
ХАЙП МОНИТОРИНГ,channel/UCL4Bl3HhOJOepeENZs5hL_A,628,27098,4,0,0,0,Paid,0,"7,762"
ЦИФРОВОЙ КОВБОЙ,channel/UCWe3uCkBcxQuS6a-7DMFLGg,"2,850",27491,1,1,0,0,Paid,39,"2,004"
ЧЕСТНЫЙ ЗАРАБОТОК,channel/UCtZr8sRX-EmxA3s0boR0MVg,908,26774,0,0,0,0,Paid,0,"3,652"
Юный Спекулянт ,channel/UCYFT8C5jGT9qvdSf8dDyCLQ,443,27935,1,0,0,0,Paid,0,"1,490"
Юный Трейдер,channel/UCyTQW4AS5tVa6rY7Xy5LHwQ,539,27843,0,0,0,0,Paid,0,"1,490"
ЮРАШ CRYPTO NFT ,channel/UCUZvhqKErj2tseXJUvzjUkQ,483,23788,0,0,0,0,Paid,0,"68,241"
إحترف CRYPTO,channel/UCPWwUdxElaiX_NBZ38C3VHw,"1,890",28874,10,3,0,0,Paid,117,"1,633"
الربح من الاستثمار,channel/UCopIqZ7H_Ih291jkN8Fu8dQ,"1,140",28374,2,2,0,0,Paid,78,"1,468"
المتميز في الربح | L'excellence du profit,channel/UCxYJQB8RKOCmAAawXLHgU6Q,743,29077,2,0,5,0,Paid,196,195
بيتكوين للجميع,channel/UClJLOvXyjF-9oyjK783dY8A,"10,400",28369,1,2,0,0,Paid,78,"4,376"
عملات رقمية مجانا,channel/UCbc3dtvCk-QqIz8pEl1mncQ,"12,600",28840,1,2,0,0,Paid,78,"1,342"
قناتي لتعليم الربح للمبتدئين,channel/UCbqhxLOMUUMANRToFGZx2kw,"8,000",29044,3,6,20,0,Paid,"1,017","1,017"
كريبتو فور يو,channel/UCk8LbCqg0qmFXVyt3W6TnIA,"6,780",28677,10,6,0,0,Paid,235,"3,520"
كريبتوMoh,channel/UC4Y9O2CGVuYF_PInzrTxtqA,"2,010",28817,3,3,0,0,Paid,117,"1,633"
코인하려고 백수 된 남자 (코백남),channel/UCE3JcimJlqP374itys8E2rw,"37,700",28672,0,0,0,0,Paid,0,"1,896"
TOTAL,-,"12,245,463",-,690,840,835,353,-,"79,258","6,127,354"
