Title,Category,Category id,Chanel name,Comment,Create,Curator,Date,Duration,Id,If the download speed is slow when viewed / in seconds.,Language,License,License code,Mark it [!] if video is good! (Interesting/Quality),NFT,Original License,Original Link,Owner,Size,URL,Update
Akash logo art,Entertainment,10,PrettyFreak,,"July 19, 2022 4:20 PM (GMT+1)",prontera,"July 20, 2022",9,27090,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,prettyfreak,1704338,https://play.joystream.org/video/27090,"July 19, 2022 4:20 PM (GMT+1)"
Short intro video 4,Film & Animation,1,Harmonious psychologist,,"July 19, 2022 7:33 AM (GMT+1)",Songoku,"July 20, 2022",8,27083,,ru,CC0,1002,,,Original video for Joystream,Original video for Joystream,alenleps,2681763,https://play.joystream.org/video/27083,"July 19, 2022 7:33 AM (GMT+1)"
More bubbles,People & Blogs,8,Skipper life,,"July 13, 2022 11:35 PM (GMT+1)",Songoku,"July 14, 2022",28,27039,,en,CC0,1002,!,,Original video for Joystream,Original video for Joystream,kira_skipper,9850526,https://play.joystream.org/video/27039,"July 13, 2022 11:35 PM (GMT+1)"
zkLend explanation,Education,13,PrettyFreak,,"July 13, 2022 9:37 PM (GMT+1)",Songoku,"July 14, 2022",66,27036,,en,CC0,1002,,1,Standard YouTube license,https://www.youtube.com/watch?v=6ruA7GRQTUAA,prettyfreak,22135711,https://play.joystream.org/video/27036,"July 13, 2022 9:37 PM (GMT+1)"
Short intro video 5,Film & Animation,1,Harmonious psychologist,,"July 19, 2022 7:36 AM (GMT+1)",Songoku,"July 20, 2022",16,27084,,ru,CC0,1002,,,Original video for Joystream,Original video for Joystream,alenleps,2629134,https://play.joystream.org/video/27084,"July 19, 2022 7:36 AM (GMT+1)"
How to Install or Use GOOGLE MAPS in HUAWEI Phones,Science & Technology,14,Songoku Channel,,"July 18, 2022 4:00 PM (GMT+1)",Songoku,"July 20, 2022",150,27077,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,songoku,155835839,https://play.joystream.org/video/27077,"July 18, 2022 4:00 PM (GMT+1)"
Yield bank logo art,Entertainment,10,PrettyFreak,,"July 19, 2022 4:24 PM (GMT+1)",prontera,"July 20, 2022",8,27091,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,prettyfreak,2078433,https://play.joystream.org/video/27091,"July 19, 2022 4:24 PM (GMT+1)"
zkLend explanation,Education,13,PrettyFreak,,"July 13, 2022 9:46 PM (GMT+1)",@ferdikesh_studio,"July 15, 2022",66,27037,,en,CC0,1002,,,Standard YouTube license,https://www.youtube.com/watch?v=6ruA7GRQTUA,prettyfreak,22135711,https://play.joystream.org/video/27037,"July 13, 2022 9:46 PM (GMT+1)"
Short intro video 1,Film & Animation,1,Harmonious psychologist,,"July 19, 2022 7:24 AM (GMT+1)",Songoku,"July 20, 2022",10,27080,,ru,CC0,1002,,,Original video for Joystream,Original video for Joystream,alenleps,4029298,https://play.joystream.org/video/27080,"July 19, 2022 7:24 AM (GMT+1)"
How to Install and Create Talisman Wallet,Howto & Style,12,Joystream Tutorials by Songoku,,"July 19, 2022 4:36 AM (GMT+1)",Songoku,"July 20, 2022",114,27079,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,songoku,15270084,https://play.joystream.org/video/27079,"July 19, 2022 4:36 AM (GMT+1)"
MAVIA,Gaming,7,Content,"Looks like Game intro from ""http://mavia.com/"" but i could not find the original video eighter on google video search and game page. maybe an old intro video.","July 14, 2022 1:09 PM (GMT+1)",@ferdikesh_studio,"July 15, 2022",49,27043,,en,CC0,1002,,,Twetter  Post,https://twitter.com/i/status/1528097693507244032,igormig,28264370,https://play.joystream.org/video/27043,"July 14, 2022 1:09 PM (GMT+1)"
Zerogoki golden logo,Film & Animation,1,PrettyFreak,This video is originally made by the uploader. He submitted it to a previous crypto project but was deleted,"July 13, 2022 9:18 PM (GMT+1)",Songoku,"July 14, 2022",15,27033,,en,CC0,1002,,1,Original video for Joystream,Original video for Joystream,prettyfreak,5042444,https://play.joystream.org/video/27033,"July 13, 2022 9:18 PM (GMT+1)"
How to Claim Bounty Reward in Joystream,Howto & Style,12,Joystream Tutorials by Songoku,,"July 13, 2022 5:59 AM (GMT+1)",Songoku,"July 14, 2022",56,27029,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,Songoku,N/A,https://play.joystream.org/video/27029,"July 13, 2022 5:59 AM (GMT+1)"
"Че По Нодам #32 | Про ванлайнеры, нодранеров, хостеров",Science & Technology,14,CryptoLodes.,,"July 13, 2022 9:20 PM (GMT+1)",Songoku,"July 14, 2022",6047,27034,,ru,CC0,1002,,,Creative Commons,https://www.youtube.com/watch?v=my9QWOniFF4,cryptolodes,696053822,https://play.joystream.org/video/27034,"July 13, 2022 9:20 PM (GMT+1)"
How to Vote in Council Elections,Science & Technology,14,MWG Official,,"July 16, 2022 10:16 AM (GMT+1)",@mmsaww,"July 16, 2022",48,27067,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,MWG,12452603,https://play.joystream.org/video/27067,"July 16, 2022 10:16 AM (GMT+1)"
What is Kyve Network,Education,13,PrettyFreak,,"July 14, 2022 1:51 PM (GMT+1)",@ferdikesh_studio,"July 15, 2022",40,27044,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,prettyfreak,31587353,https://play.joystream.org/video/27044,"July 14, 2022 1:51 PM (GMT+1)"
"Прогулка по Антверпену (Королевство Бельгия), один день",Travel & Events,6,PrettyFreak,,"July 19, 2022 4:15 PM (GMT+1)",prontera,"July 20, 2022",285,27088,,en,CC0,1002,,,Creative Commons,https://www.youtube.com/watch?v=uf03wqu1e8o&ab_channel=%D0%A7%D1%82%D0%BE%D0%B1%D1%8B%D0%BF%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80%D0%B5%D1%82%D1%8C%28Tosee%29,prettyfreak,107333591,https://play.joystream.org/video/27088,"July 19, 2022 4:15 PM (GMT+1)"
Logo Intro video #1,Film & Animation,1,Joystream movie,,"July 19, 2022 4:33 PM (GMT+1)",prontera,"July 20, 2022",7,27092,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,shtihmas,4628226,https://play.joystream.org/video/27092,"July 19, 2022 4:33 PM (GMT+1)"
How to Claim Bounty Reward in Joystream,Science & Technology,14,MWG Official,Video category is Science & Technology. I think it should be Howto & Style or Education,"July 13, 2022 6:08 PM (GMT+1)",Songoku,"July 14, 2022",56,27032,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,MWG,N/A,https://play.joystream.org/video/27032,"July 13, 2022 6:08 PM (GMT+1)"
Joystream intro,Film & Animation,1,Crypto_sauce,,"July 17, 2022 7:05 PM (GMT+1)",spat_sochi,"July 17, 2022",11,27074,,en,CC0,1002,,!,Original video for Joystream,Original video for Joystream,crypto_sauce,59624945,https://play.joystream.org/video/27074,"July 17, 2022 7:05 PM (GMT+1)"
Че По Космосу #15 | CryptoLodes.,Science & Technology,14,CryptoLodes.,,"July 19, 2022 9:55 PM (GMT+1)",prontera,"July 20, 2022",3047,27094,,ru,CC0,1002,,,Creative Commons,https://www.youtube.com/watch?v=X-ax3RH4Ilw&ab_channel=CryptoLodes.,cryptolodes,357172155,https://play.joystream.org/video/27094,"July 19, 2022 9:55 PM (GMT+1)"
Joystream Intro,Film & Animation,1,hayabusa,,"July 19, 2022 4:47 PM (GMT+1)",prontera,"July 20, 2022",7,27093,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,hayabusa,14650588,https://play.joystream.org/video/27093,"July 19, 2022 4:47 PM (GMT+1)"
Short intro video 3,Film & Animation,1,Harmonious psychologist,,"July 19, 2022 7:31 AM (GMT+1)",Songoku,"July 20, 2022",7,27082,,ru,CC0,1002,,,Original video for Joystream,Original video for Joystream,alenleps,8978662,https://play.joystream.org/video/27082,"July 19, 2022 7:31 AM (GMT+1)"
Short intro video 2,Film & Animation,1,Harmonious psychologist,,"July 19, 2022 7:28 AM (GMT+1)",Songoku,"July 20, 2022",10,27081,,ru,CC0,1002,,,Original video for Joystream,Original video for Joystream,alenleps,4867322,https://play.joystream.org/video/27081,"July 19, 2022 7:28 AM (GMT+1)"
How to Change Channel Profile Picture,Howto & Style,12,Joystream Tutorials by Songoku,,"July 20, 2022 6:01 AM (GMT+1)",Songoku,"July 20, 2022",69,27096,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,songoku,50650742,https://play.joystream.org/video/27096,"July 20, 2022 6:01 AM (GMT+1)"
How to Put Comments in Joystream Videos (New Feature),Science & Technology,14,MWG Official,,"July 16, 2022 9:29 AM (GMT+1)",@mmsaww,"July 16, 2022",47,27065,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,MWG,18937174,https://play.joystream.org/video/27065,"July 16, 2022 9:29 AM (GMT+1)"
"Youtube vs Joystream Atlas Show More, Show Less Comparison",Science & Technology,14,Songoku Channel,,"July 19, 2022 9:51 AM (GMT+1)",Songoku,"July 20, 2022",26,27086,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,songoku,9462014,https://play.joystream.org/video/27086,"July 19, 2022 9:51 AM (GMT+1)"
What is Kyve Network,Education,13,PrettyFreak,"Video Link is broken, The same video with: https://play.joystream.org/video/27044","July 14, 2022 1:07 PM (GMT+1)",@ferdikesh_studio,"July 15, 2022",40,27042,,en,CC0,1002,,,,,prettyfreak,31587353,https://play.joystream.org/video/27042,"July 14, 2022 1:07 PM (GMT+1)"
"Von Unfit zu Unfett, Teil 1 - Wie alles begann",Comedy,9,The Fatnessguru,,"July 20, 2022 11:33 AM (GMT+1)",Songoku,"July 20, 2022",137,27097,,de,CC0,1002,,,Creative Commons,https://www.youtube.com/watch?v=0gQpQmj7V4U,fatnessguru,11547532,https://play.joystream.org/video/27097,"July 20, 2022 11:33 AM (GMT+1)"
KYVE Governance Points,Education,13,PrettyFreak,,"July 19, 2022 4:18 PM (GMT+1)",prontera,"July 20, 2022",189,27089,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,prettyfreak,7776464,https://play.joystream.org/video/27089,"July 19, 2022 4:18 PM (GMT+1)"
Answers and vocabulary for MEETING PLACES | IELTS Speaking,Education,13,Success with IELTS,,"July 18, 2022 11:44 AM (GMT+1)",Songoku,"July 20, 2022",810,27076,,en,CC0,1002,,,Creative Commons,https://www.youtube.com/watch?v=fUYX06xSdDo,vaaanish,1037272217,https://play.joystream.org/video/27076,"July 18, 2022 11:44 AM (GMT+1)"
WG Application Interchanging of Answers Bug,People & Blogs,8,Songoku Channel,,"July 16, 2022 1:41 PM (GMT+1)",@mmsaww,"July 16, 2022",39,27072,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,songoku,4797541,https://play.joystream.org/video/27072,"July 16, 2022 1:41 PM (GMT+1)"
Just Chill Enjoy your Weekend,People & Blogs,8,Songoku Channel,,"July 17, 2022 8:11 AM (GMT+1)",spat_sochi,"July 17, 2022",19,27073,,en,CC0,1002,,,Original video for Joystream,Original video for Joystream,songoku,19197647,https://play.joystream.org/video/27073,"July 17, 2022 8:11 AM (GMT+1)"
Polygon Logo,Film & Animation,1,PrettyFreak,This video is originally made by the uploader. He sent an unlisted youtube link where he saved this video.,"July 13, 2022 9:25 PM (GMT+1)",Songoku,"July 14, 2022",5,27035,,en,CC0,1002,,1,Creative Commons,https://www.youtube.com/watch?v=_XA4P27ngjg,prettyfreak,4000990,https://play.joystream.org/video/27035,"July 13, 2022 9:25 PM (GMT+1)"
AltLayer to the moon,Film & Animation,1,Content,Twetter post from channels owner,"July 14, 2022 10:18 PM (GMT+1)",@ferdikesh_studio,"July 15, 2022",16,27046,,en,CC0,1002,,,Twetter  Post,https://twitter.com/igormig77/status/1545723110766280704,igormig,7104866,https://play.joystream.org/video/27046,"July 14, 2022 10:18 PM (GMT+1)"
,,,,,,,,,,,,,,,,,,,,,
