Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
Pioneer Development,Builders,PIONEER_DEVELOPMENT_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,,Builder Score (Council%2023/Council%20Period%2017/Builder%20Score%200a2f48ee46784a379341c5a839006802.md),"Grade, Group Specific Scores, Spot Check, Subscore",Not Completed
General Development,Builders,GENERAL_DEVELOPMENT_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,,Builder Score (Council%2023/Council%20Period%2017/Builder%20Score%200a2f48ee46784a379341c5a839006802.md),"Grade, Group Specific Scores, Spot Check, Subscore",Not Completed
Featuring Score,Content,FEATURING_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,,Content Score (Council%2023/Council%20Period%2017/Content%20Score%2090dc2d956c17457ab4d4da63d5eb8274.md),"Group Specific Scores, Subscore",Not Completed
Moderation Score,Content,MODERATION_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Total Breaches of Policy (Council%2023/Council%20Period%2017/Total%20Breaches%20of%20Policy%20c439038b271f49dcbcfac533d25a7f01.md),Content Score (Council%2023/Council%20Period%2017/Content%20Score%2090dc2d956c17457ab4d4da63d5eb8274.md),"Group Specific Scores, Subscore",Not Completed
Moderation Score,Forum,MODERATION_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,,Forum Score (Council%2023/Council%20Period%2017/Forum%20Score%2058f03bfb7c2a40a7997d36bba376de50.md),"Grade, Group Specific Scores, Spot Check",Not Completed
Response Time,HR,RESPONSE_TIME_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,,HR Score (Council%2023/Council%20Period%2017/HR%20Score%20580b1d720c99440da33e9c6a559628e2.md),"Group Specific Scores, Subscore",Not Completed
Person Logging Score,HR,PERSON_LOGGING_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,,HR Score (Council%2023/Council%20Period%2017/HR%20Score%20580b1d720c99440da33e9c6a559628e2.md),"Group Specific Scores, Subscore",Not Completed
Interaction Logging Score,HR,INTERACTION_LOGGING_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,,HR Score (Council%2023/Council%20Period%2017/HR%20Score%20580b1d720c99440da33e9c6a559628e2.md),"Group Specific Scores, Subscore",Not Completed
Bounty Score,Storage,BOUNTY_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%205ca0e617cd334e10809c31442dcbd00a.md),"General WG Score, Subscore",Not Completed
Bounty Score,Distributors,BOUNTY_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%20f53e36ec9c304ee3a8af2889b0667de8.md),"General WG Score, Subscore",Not Completed
Bounty Score,HR,BOUNTY_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%2098231fe7639744ff924d622f5d28dd1f.md),"General WG Score, Subscore",Not Completed
